video_id,class,label
29680,Pulling Two Fingers In,2
141824,Shaking Hand,7
47532,Shaking Hand,7
135291,Thumb Up,18
118740,Pulling Two Fingers In,2
38841,Rolling Hand Backward,5
29168,Pulling Hand In,1
103099,Swiping Right,15
129524,Pulling Hand In,1
79882,Sliding Two Fingers Down,8
10205,Sliding Two Fingers Up,11
113222,Sliding Two Fingers Up,11
49348,Zooming Out With Two Fingers,24
143964,Sliding Two Fingers Left,9
87167,Rolling Hand Backward,5
32502,Turning Hand Clockwise,19
21196,Turning Hand Counterclockwise,20
101754,Zooming Out With Two Fingers,24
13054,Thumb Up,18
130581,Rolling Hand Forward,6
145729,Sliding Two Fingers Right,10
147874,Sliding Two Fingers Down,8
35886,Swiping Right,15
29199,Stop Sign,12
132610,Swiping Down,13
64421,Zooming In With Two Fingers,22
27478,Zooming In With Full Hand,21
41357,Pulling Two Fingers In,2
34335,Swiping Down,13
45972,Pushing Hand Away,3
120386,Pushing Hand Away,3
125562,Drumming Fingers,0
139708,Zooming In With Two Fingers,22
79564,Swiping Right,15
147151,Thumb Up,18
71970,Zooming Out With Two Fingers,24
106673,Rolling Hand Backward,5
44181,Swiping Up,16
137273,Pulling Hand In,1
78026,Zooming Out With Two Fingers,24
27,Rolling Hand Forward,6
84823,Sliding Two Fingers Up,11
24351,Pulling Two Fingers In,2
135117,Thumb Down,17
14190,Swiping Up,16
89307,Sliding Two Fingers Left,9
59327,Zooming Out With Full Hand,23
67576,Zooming Out With Full Hand,23
59081,Sliding Two Fingers Up,11
16974,Swiping Left,14
5498,Stop Sign,12
108698,Sliding Two Fingers Up,11
141340,Pulling Two Fingers In,2
19859,Swiping Up,16
117670,Zooming In With Full Hand,21
102212,Sliding Two Fingers Left,9
95065,Rolling Hand Forward,6
91475,Drumming Fingers,0
57125,Turning Hand Counterclockwise,20
144525,Swiping Left,14
50746,Swiping Down,13
146150,Sliding Two Fingers Down,8
41122,Swiping Down,13
20892,Pulling Two Fingers In,2
97105,Sliding Two Fingers Down,8
99150,Sliding Two Fingers Down,8
65409,Zooming Out With Two Fingers,24
4781,Pulling Two Fingers In,2
116325,Rolling Hand Backward,5
25317,Sliding Two Fingers Right,10
134590,Swiping Down,13
107711,Swiping Right,15
54570,Sliding Two Fingers Down,8
131742,Drumming Fingers,0
13770,Stop Sign,12
132004,Zooming In With Full Hand,21
55823,Swiping Down,13
142414,Pushing Two Fingers Away,4
2409,Zooming Out With Two Fingers,24
101684,Pushing Hand Away,3
43716,Pulling Two Fingers In,2
71407,Thumb Up,18
95470,Turning Hand Clockwise,19
59293,Pushing Two Fingers Away,4
78771,Zooming Out With Two Fingers,24
52226,Zooming In With Full Hand,21
54205,Pulling Two Fingers In,2
20226,Swiping Up,16
48073,Swiping Left,14
44740,Pushing Hand Away,3
97368,Zooming Out With Two Fingers,24
87931,Pushing Hand Away,3
76033,Shaking Hand,7
119177,Pushing Hand Away,3
45295,Turning Hand Counterclockwise,20
21754,Zooming Out With Two Fingers,24
65187,Rolling Hand Forward,6
16293,Stop Sign,12
45523,Stop Sign,12
120413,Stop Sign,12
91100,Pulling Two Fingers In,2
97680,Thumb Up,18
57848,Rolling Hand Backward,5
76246,Thumb Up,18
79619,Thumb Up,18
28700,Sliding Two Fingers Left,9
24690,Pushing Two Fingers Away,4
75136,Zooming Out With Two Fingers,24
85338,Stop Sign,12
87214,Sliding Two Fingers Down,8
102652,Rolling Hand Backward,5
33217,Sliding Two Fingers Left,9
129556,Shaking Hand,7
174,Swiping Left,14
92104,Sliding Two Fingers Left,9
90228,Turning Hand Counterclockwise,20
118674,Zooming Out With Two Fingers,24
2294,Stop Sign,12
109801,Pulling Hand In,1
62235,Shaking Hand,7
40473,Pulling Two Fingers In,2
147582,Zooming Out With Two Fingers,24
95147,Sliding Two Fingers Down,8
97405,Swiping Left,14
93374,Rolling Hand Backward,5
144399,Zooming Out With Two Fingers,24
24325,Swiping Left,14
44451,Rolling Hand Backward,5
17992,Drumming Fingers,0
53340,Thumb Down,17
79058,Sliding Two Fingers Down,8
22475,Sliding Two Fingers Up,11
110727,Zooming In With Two Fingers,22
91347,Sliding Two Fingers Up,11
558,Stop Sign,12
102073,Stop Sign,12
75361,Zooming In With Full Hand,21
58879,Swiping Up,16
123996,Sliding Two Fingers Right,10
47891,Zooming In With Two Fingers,22
26786,Pushing Two Fingers Away,4
31784,Zooming Out With Full Hand,23
115826,Sliding Two Fingers Up,11
114948,Zooming Out With Two Fingers,24
107968,Swiping Down,13
32995,Thumb Down,17
8481,Thumb Down,17
35665,Pulling Hand In,1
128979,Swiping Up,16
47030,Zooming In With Full Hand,21
137372,Thumb Down,17
49466,Rolling Hand Backward,5
120534,Swiping Down,13
53969,Zooming Out With Two Fingers,24
33508,Pulling Two Fingers In,2
26348,Zooming Out With Two Fingers,24
24163,Stop Sign,12
108929,Sliding Two Fingers Right,10
53127,Zooming Out With Two Fingers,24
56974,Swiping Up,16
80150,Swiping Up,16
21622,Stop Sign,12
63699,Sliding Two Fingers Left,9
30710,Zooming Out With Two Fingers,24
100585,Thumb Up,18
25737,Zooming In With Two Fingers,22
54668,Sliding Two Fingers Up,11
83275,Swiping Down,13
142906,Thumb Down,17
39482,Sliding Two Fingers Right,10
69092,Sliding Two Fingers Right,10
104452,Turning Hand Counterclockwise,20
99805,Drumming Fingers,0
39038,Turning Hand Counterclockwise,20
57972,Sliding Two Fingers Up,11
87096,Swiping Left,14
130993,Zooming Out With Two Fingers,24
129655,Swiping Up,16
102473,Sliding Two Fingers Up,11
104990,Thumb Up,18
37161,Pushing Hand Away,3
26639,Swiping Left,14
136449,Sliding Two Fingers Up,11
136997,Pushing Two Fingers Away,4
84333,Pulling Two Fingers In,2
62289,Pushing Hand Away,3
110005,Swiping Right,15
112570,Swiping Down,13
20152,Sliding Two Fingers Down,8
32974,Pushing Hand Away,3
99555,Turning Hand Counterclockwise,20
33746,Zooming In With Two Fingers,22
113586,Turning Hand Clockwise,19
143343,Zooming Out With Two Fingers,24
118024,Zooming Out With Full Hand,23
139903,Sliding Two Fingers Up,11
94849,Sliding Two Fingers Right,10
62242,Zooming In With Full Hand,21
117673,Zooming Out With Full Hand,23
62063,Rolling Hand Forward,6
25530,Swiping Right,15
74824,Zooming Out With Two Fingers,24
38517,Pushing Two Fingers Away,4
58722,Swiping Left,14
20041,Sliding Two Fingers Down,8
101103,Thumb Up,18
43019,Zooming Out With Full Hand,23
94158,Zooming Out With Full Hand,23
67833,Pushing Hand Away,3
33059,Thumb Down,17
67397,Pushing Hand Away,3
126228,Sliding Two Fingers Right,10
101953,Zooming Out With Two Fingers,24
136864,Pushing Hand Away,3
116506,Turning Hand Clockwise,19
49484,Rolling Hand Forward,6
39814,Sliding Two Fingers Down,8
12575,Pulling Two Fingers In,2
81663,Rolling Hand Forward,6
25949,Shaking Hand,7
133228,Zooming Out With Two Fingers,24
131616,Zooming Out With Full Hand,23
76863,Pushing Hand Away,3
52,Zooming Out With Full Hand,23
124847,Sliding Two Fingers Right,10
42746,Swiping Down,13
95550,Sliding Two Fingers Up,11
56522,Pulling Hand In,1
39685,Thumb Down,17
106932,Zooming In With Two Fingers,22
67390,Sliding Two Fingers Up,11
60614,Sliding Two Fingers Left,9
117876,Stop Sign,12
23927,Swiping Left,14
45854,Stop Sign,12
34803,Drumming Fingers,0
51889,Pushing Hand Away,3
32294,Thumb Up,18
4320,Rolling Hand Backward,5
49883,Zooming Out With Full Hand,23
41731,Turning Hand Counterclockwise,20
129990,Thumb Down,17
39004,Sliding Two Fingers Right,10
90756,Sliding Two Fingers Up,11
70683,Zooming Out With Two Fingers,24
91123,Drumming Fingers,0
139043,Zooming Out With Full Hand,23
53320,Pulling Two Fingers In,2
84864,Stop Sign,12
85059,Thumb Up,18
70123,Sliding Two Fingers Down,8
116598,Zooming In With Full Hand,21
69349,Sliding Two Fingers Down,8
108103,Thumb Up,18
61280,Swiping Up,16
41701,Sliding Two Fingers Up,11
94212,Sliding Two Fingers Left,9
3668,Rolling Hand Forward,6
113598,Sliding Two Fingers Down,8
31729,Sliding Two Fingers Down,8
112425,Sliding Two Fingers Left,9
3518,Thumb Up,18
111221,Rolling Hand Backward,5
41608,Swiping Down,13
101874,Sliding Two Fingers Up,11
135419,Zooming In With Two Fingers,22
34219,Swiping Down,13
137348,Swiping Up,16
120349,Shaking Hand,7
24051,Pushing Two Fingers Away,4
6783,Thumb Down,17
44352,Swiping Down,13
125308,Zooming In With Two Fingers,22
85038,Thumb Down,17
115683,Zooming Out With Full Hand,23
115617,Turning Hand Clockwise,19
106361,Drumming Fingers,0
64546,Sliding Two Fingers Left,9
39983,Swiping Down,13
46758,Sliding Two Fingers Left,9
14653,Zooming In With Full Hand,21
83928,Pulling Hand In,1
96714,Zooming Out With Two Fingers,24
80073,Stop Sign,12
127725,Pushing Hand Away,3
84814,Swiping Right,15
38796,Sliding Two Fingers Up,11
1589,Sliding Two Fingers Left,9
127420,Pulling Two Fingers In,2
124524,Zooming Out With Two Fingers,24
88780,Sliding Two Fingers Left,9
5610,Sliding Two Fingers Up,11
75917,Sliding Two Fingers Down,8
56112,Shaking Hand,7
8917,Pulling Hand In,1
7906,Zooming In With Full Hand,21
51392,Sliding Two Fingers Left,9
56229,Thumb Down,17
75657,Rolling Hand Forward,6
45273,Rolling Hand Backward,5
109898,Pulling Two Fingers In,2
10477,Sliding Two Fingers Left,9
107021,Swiping Left,14
119811,Swiping Left,14
89240,Pulling Hand In,1
60517,Turning Hand Clockwise,19
1915,Swiping Down,13
113393,Swiping Down,13
104533,Swiping Up,16
35201,Stop Sign,12
36509,Zooming Out With Two Fingers,24
549,Zooming In With Full Hand,21
103778,Pulling Hand In,1
37547,Pushing Hand Away,3
19168,Rolling Hand Forward,6
98671,Swiping Up,16
63021,Rolling Hand Forward,6
32638,Thumb Up,18
95120,Thumb Up,18
101840,Pulling Hand In,1
86535,Rolling Hand Backward,5
127949,Sliding Two Fingers Up,11
105896,Rolling Hand Forward,6
18263,Swiping Up,16
2832,Swiping Up,16
86807,Zooming Out With Two Fingers,24
87719,Sliding Two Fingers Left,9
120234,Zooming Out With Full Hand,23
14245,Zooming Out With Two Fingers,24
133058,Swiping Up,16
61955,Swiping Left,14
72670,Swiping Up,16
99175,Pulling Two Fingers In,2
64471,Pulling Hand In,1
63273,Thumb Down,17
104272,Pushing Hand Away,3
144315,Zooming In With Two Fingers,22
25405,Drumming Fingers,0
87116,Zooming In With Two Fingers,22
71462,Sliding Two Fingers Right,10
89220,Pulling Hand In,1
22847,Pulling Hand In,1
8538,Swiping Down,13
119747,Pulling Hand In,1
147104,Zooming Out With Two Fingers,24
1875,Shaking Hand,7
106202,Swiping Down,13
92014,Sliding Two Fingers Right,10
40934,Zooming In With Full Hand,21
81634,Sliding Two Fingers Up,11
75308,Rolling Hand Forward,6
117625,Turning Hand Clockwise,19
106913,Pushing Hand Away,3
42200,Zooming Out With Full Hand,23
90843,Thumb Up,18
46245,Zooming Out With Full Hand,23
135079,Thumb Up,18
137421,Swiping Up,16
119445,Drumming Fingers,0
57424,Zooming Out With Full Hand,23
110737,Thumb Up,18
132309,Pushing Two Fingers Away,4
35890,Zooming In With Full Hand,21
80335,Zooming Out With Full Hand,23
77106,Stop Sign,12
106670,Zooming In With Full Hand,21
129984,Pulling Two Fingers In,2
101431,Pulling Two Fingers In,2
99267,Rolling Hand Forward,6
57796,Zooming In With Full Hand,21
12972,Zooming Out With Two Fingers,24
115503,Zooming In With Full Hand,21
70155,Zooming In With Full Hand,21
101700,Zooming Out With Full Hand,23
85337,Shaking Hand,7
52835,Sliding Two Fingers Down,8
99528,Turning Hand Clockwise,19
111231,Zooming In With Two Fingers,22
17459,Shaking Hand,7
104245,Sliding Two Fingers Down,8
25347,Sliding Two Fingers Up,11
81686,Pulling Hand In,1
87267,Drumming Fingers,0
98769,Thumb Up,18
40303,Thumb Down,17
48557,Thumb Up,18
78622,Swiping Up,16
37661,Pulling Two Fingers In,2
142306,Zooming In With Two Fingers,22
121451,Turning Hand Counterclockwise,20
16757,Turning Hand Clockwise,19
98099,Sliding Two Fingers Right,10
5507,Swiping Right,15
36713,Pushing Hand Away,3
59772,Sliding Two Fingers Up,11
127310,Swiping Right,15
133633,Rolling Hand Forward,6
41068,Sliding Two Fingers Down,8
20494,Zooming In With Two Fingers,22
131047,Turning Hand Counterclockwise,20
37655,Rolling Hand Backward,5
101841,Sliding Two Fingers Right,10
15941,Sliding Two Fingers Down,8
55956,Turning Hand Counterclockwise,20
98897,Pulling Hand In,1
30781,Stop Sign,12
52451,Swiping Left,14
136156,Drumming Fingers,0
56431,Rolling Hand Forward,6
32961,Zooming In With Full Hand,21
130192,Sliding Two Fingers Up,11
29668,Drumming Fingers,0
54168,Pulling Two Fingers In,2
141869,Pushing Two Fingers Away,4
14304,Shaking Hand,7
67483,Pulling Two Fingers In,2
4592,Turning Hand Counterclockwise,20
17264,Thumb Up,18
83884,Zooming In With Two Fingers,22
58546,Pushing Hand Away,3
114198,Sliding Two Fingers Down,8
89898,Rolling Hand Forward,6
138647,Stop Sign,12
146714,Zooming Out With Full Hand,23
38070,Swiping Left,14
45815,Sliding Two Fingers Down,8
69780,Pulling Hand In,1
104008,Rolling Hand Backward,5
18141,Swiping Down,13
100500,Sliding Two Fingers Left,9
20775,Swiping Down,13
21818,Rolling Hand Backward,5
71358,Thumb Down,17
111301,Thumb Down,17
30225,Swiping Left,14
60107,Turning Hand Counterclockwise,20
19525,Sliding Two Fingers Left,9
4082,Pushing Hand Away,3
58419,Sliding Two Fingers Up,11
73489,Pulling Hand In,1
52353,Swiping Down,13
118690,Zooming Out With Two Fingers,24
66035,Zooming Out With Two Fingers,24
24837,Sliding Two Fingers Down,8
45730,Rolling Hand Forward,6
125213,Sliding Two Fingers Up,11
59286,Sliding Two Fingers Up,11
31247,Turning Hand Clockwise,19
22106,Swiping Up,16
57980,Zooming In With Full Hand,21
141571,Rolling Hand Forward,6
95816,Zooming Out With Full Hand,23
145390,Thumb Down,17
118629,Rolling Hand Backward,5
44772,Turning Hand Clockwise,19
27535,Pulling Hand In,1
71494,Stop Sign,12
56631,Swiping Down,13
10952,Pushing Two Fingers Away,4
48424,Zooming Out With Full Hand,23
101483,Rolling Hand Backward,5
119804,Thumb Up,18
147822,Turning Hand Counterclockwise,20
98998,Sliding Two Fingers Up,11
40836,Swiping Down,13
141258,Sliding Two Fingers Left,9
128376,Swiping Down,13
12187,Zooming In With Two Fingers,22
50823,Thumb Down,17
90434,Zooming In With Two Fingers,22
72457,Zooming Out With Two Fingers,24
85575,Sliding Two Fingers Right,10
135535,Pulling Hand In,1
31856,Sliding Two Fingers Up,11
140358,Swiping Up,16
88593,Zooming In With Two Fingers,22
49251,Stop Sign,12
109673,Swiping Down,13
27407,Turning Hand Clockwise,19
39314,Rolling Hand Backward,5
30259,Turning Hand Clockwise,19
56400,Swiping Right,15
13699,Sliding Two Fingers Left,9
117171,Stop Sign,12
35708,Drumming Fingers,0
43015,Zooming Out With Full Hand,23
106486,Zooming Out With Full Hand,23
29824,Pulling Hand In,1
98805,Swiping Up,16
51565,Pulling Two Fingers In,2
125689,Turning Hand Counterclockwise,20
80433,Pulling Hand In,1
49110,Zooming Out With Full Hand,23
108754,Zooming Out With Full Hand,23
10598,Drumming Fingers,0
123848,Sliding Two Fingers Left,9
133795,Zooming In With Full Hand,21
100407,Sliding Two Fingers Left,9
103036,Zooming Out With Full Hand,23
69541,Zooming Out With Two Fingers,24
22028,Pulling Two Fingers In,2
51650,Swiping Left,14
17516,Zooming In With Full Hand,21
67750,Swiping Left,14
111391,Pulling Two Fingers In,2
139539,Shaking Hand,7
45717,Pulling Two Fingers In,2
46136,Thumb Up,18
59322,Pushing Hand Away,3
20961,Drumming Fingers,0
75725,Stop Sign,12
101549,Thumb Down,17
146768,Swiping Down,13
64086,Drumming Fingers,0
53800,Sliding Two Fingers Left,9
66638,Zooming Out With Two Fingers,24
87097,Rolling Hand Forward,6
20652,Sliding Two Fingers Left,9
31697,Rolling Hand Forward,6
58280,Turning Hand Clockwise,19
48676,Turning Hand Clockwise,19
100074,Pulling Hand In,1
40519,Rolling Hand Forward,6
71912,Zooming Out With Full Hand,23
122111,Thumb Up,18
116345,Zooming In With Full Hand,21
60853,Sliding Two Fingers Up,11
90762,Pushing Two Fingers Away,4
123780,Sliding Two Fingers Left,9
71817,Rolling Hand Forward,6
119282,Pulling Two Fingers In,2
44537,Sliding Two Fingers Up,11
81121,Rolling Hand Forward,6
147350,Thumb Down,17
105400,Swiping Left,14
144529,Shaking Hand,7
32379,Pushing Two Fingers Away,4
82554,Rolling Hand Forward,6
35496,Thumb Up,18
82507,Sliding Two Fingers Up,11
93233,Thumb Down,17
71749,Pushing Hand Away,3
2757,Shaking Hand,7
143573,Pulling Hand In,1
30639,Sliding Two Fingers Up,11
20462,Drumming Fingers,0
23380,Shaking Hand,7
143938,Sliding Two Fingers Up,11
98825,Stop Sign,12
63355,Zooming In With Two Fingers,22
37335,Zooming Out With Full Hand,23
34942,Sliding Two Fingers Left,9
48709,Thumb Down,17
112569,Pulling Two Fingers In,2
32595,Swiping Up,16
18312,Swiping Left,14
53535,Zooming Out With Two Fingers,24
32230,Sliding Two Fingers Left,9
87890,Pushing Two Fingers Away,4
106314,Sliding Two Fingers Up,11
30269,Drumming Fingers,0
146562,Swiping Left,14
53685,Drumming Fingers,0
78124,Rolling Hand Forward,6
145389,Sliding Two Fingers Down,8
13479,Sliding Two Fingers Down,8
46151,Zooming In With Two Fingers,22
1905,Drumming Fingers,0
33393,Swiping Down,13
38490,Stop Sign,12
81486,Drumming Fingers,0
99597,Sliding Two Fingers Up,11
5028,Thumb Up,18
280,Sliding Two Fingers Up,11
86887,Thumb Up,18
9792,Swiping Right,15
67114,Pulling Two Fingers In,2
35270,Zooming Out With Full Hand,23
64678,Pulling Hand In,1
102929,Pushing Hand Away,3
124729,Pushing Hand Away,3
69863,Zooming In With Two Fingers,22
18752,Sliding Two Fingers Up,11
59003,Swiping Right,15
28517,Thumb Down,17
67283,Zooming In With Two Fingers,22
9909,Thumb Up,18
75046,Stop Sign,12
96589,Zooming In With Full Hand,21
111104,Pulling Hand In,1
145153,Turning Hand Counterclockwise,20
84602,Pulling Hand In,1
117923,Zooming Out With Two Fingers,24
66936,Rolling Hand Backward,5
55643,Sliding Two Fingers Down,8
90698,Sliding Two Fingers Right,10
48330,Zooming Out With Two Fingers,24
57313,Pulling Two Fingers In,2
56347,Zooming In With Full Hand,21
76131,Swiping Right,15
54695,Thumb Down,17
123928,Pulling Two Fingers In,2
67868,Swiping Down,13
7814,Rolling Hand Backward,5
143230,Swiping Down,13
87298,Zooming In With Two Fingers,22
86716,Pushing Hand Away,3
66496,Thumb Up,18
69647,Sliding Two Fingers Down,8
108374,Pushing Hand Away,3
138133,Rolling Hand Backward,5
77543,Sliding Two Fingers Right,10
94978,Rolling Hand Forward,6
104586,Shaking Hand,7
16688,Rolling Hand Backward,5
140535,Sliding Two Fingers Right,10
79845,Pushing Two Fingers Away,4
88181,Pushing Two Fingers Away,4
12145,Zooming Out With Full Hand,23
103281,Zooming Out With Full Hand,23
21531,Zooming In With Full Hand,21
20900,Pulling Two Fingers In,2
118682,Thumb Up,18
14074,Thumb Down,17
112073,Zooming Out With Two Fingers,24
88821,Sliding Two Fingers Left,9
135286,Swiping Up,16
37307,Swiping Left,14
32745,Zooming In With Full Hand,21
87700,Pushing Two Fingers Away,4
85093,Sliding Two Fingers Down,8
144334,Thumb Down,17
143411,Sliding Two Fingers Right,10
7861,Rolling Hand Forward,6
78267,Sliding Two Fingers Up,11
21224,Pushing Two Fingers Away,4
119068,Thumb Down,17
117786,Zooming In With Two Fingers,22
42256,Sliding Two Fingers Down,8
103311,Sliding Two Fingers Left,9
83558,Sliding Two Fingers Right,10
30114,Zooming In With Full Hand,21
67181,Zooming Out With Full Hand,23
69205,Swiping Up,16
103678,Turning Hand Counterclockwise,20
92988,Stop Sign,12
42342,Swiping Right,15
42792,Sliding Two Fingers Up,11
101055,Thumb Down,17
117792,Pushing Hand Away,3
71272,Thumb Down,17
1163,Zooming In With Two Fingers,22
134595,Pushing Hand Away,3
7989,Zooming Out With Two Fingers,24
124315,Rolling Hand Backward,5
126854,Thumb Up,18
71707,Swiping Up,16
79195,Pulling Hand In,1
62205,Rolling Hand Forward,6
135412,Thumb Up,18
26684,Swiping Up,16
76122,Zooming In With Two Fingers,22
93767,Sliding Two Fingers Down,8
29966,Sliding Two Fingers Down,8
93165,Sliding Two Fingers Left,9
66186,Shaking Hand,7
46564,Stop Sign,12
84617,Turning Hand Counterclockwise,20
42819,Rolling Hand Forward,6
85824,Stop Sign,12
69287,Shaking Hand,7
137777,Thumb Up,18
115869,Sliding Two Fingers Down,8
79559,Zooming In With Full Hand,21
65580,Zooming In With Full Hand,21
40270,Zooming In With Full Hand,21
94586,Pulling Two Fingers In,2
115382,Pushing Two Fingers Away,4
65675,Swiping Down,13
117161,Sliding Two Fingers Left,9
5985,Swiping Up,16
43860,Turning Hand Clockwise,19
58443,Sliding Two Fingers Left,9
77066,Swiping Down,13
106644,Shaking Hand,7
29392,Pushing Two Fingers Away,4
80197,Sliding Two Fingers Right,10
110652,Thumb Down,17
29241,Shaking Hand,7
62320,Zooming In With Two Fingers,22
114136,Pulling Hand In,1
1070,Stop Sign,12
106368,Sliding Two Fingers Down,8
35958,Thumb Down,17
140447,Swiping Down,13
134870,Thumb Up,18
90451,Sliding Two Fingers Down,8
90160,Swiping Up,16
73393,Zooming Out With Full Hand,23
25565,Sliding Two Fingers Left,9
85634,Pushing Hand Away,3
95399,Swiping Up,16
21185,Rolling Hand Forward,6
85349,Sliding Two Fingers Down,8
137641,Stop Sign,12
82540,Stop Sign,12
56798,Pulling Hand In,1
139107,Shaking Hand,7
31858,Drumming Fingers,0
99790,Shaking Hand,7
22359,Rolling Hand Backward,5
118176,Rolling Hand Forward,6
112327,Turning Hand Clockwise,19
79104,Pushing Hand Away,3
41849,Sliding Two Fingers Up,11
36634,Sliding Two Fingers Right,10
38967,Sliding Two Fingers Left,9
37496,Pulling Hand In,1
97800,Zooming In With Full Hand,21
40980,Zooming Out With Full Hand,23
19660,Zooming Out With Full Hand,23
53653,Rolling Hand Backward,5
92417,Sliding Two Fingers Up,11
33045,Stop Sign,12
50403,Drumming Fingers,0
21190,Sliding Two Fingers Right,10
45895,Turning Hand Clockwise,19
134465,Zooming Out With Full Hand,23
13988,Rolling Hand Forward,6
12496,Turning Hand Clockwise,19
31620,Turning Hand Clockwise,19
57748,Swiping Up,16
77752,Zooming In With Two Fingers,22
37677,Rolling Hand Forward,6
105176,Turning Hand Counterclockwise,20
72653,Drumming Fingers,0
55679,Stop Sign,12
132743,Pulling Hand In,1
117028,Zooming In With Two Fingers,22
117065,Swiping Left,14
141720,Pushing Two Fingers Away,4
118184,Rolling Hand Backward,5
9754,Swiping Left,14
3818,Zooming Out With Full Hand,23
53072,Swiping Up,16
9617,Rolling Hand Backward,5
9557,Turning Hand Counterclockwise,20
112960,Swiping Left,14
132129,Zooming In With Two Fingers,22
134138,Rolling Hand Backward,5
60203,Sliding Two Fingers Left,9
54110,Pushing Two Fingers Away,4
145726,Swiping Right,15
117757,Sliding Two Fingers Right,10
138950,Drumming Fingers,0
39165,Thumb Down,17
81816,Rolling Hand Backward,5
60807,Zooming In With Full Hand,21
55502,Zooming Out With Full Hand,23
112985,Sliding Two Fingers Up,11
47573,Zooming In With Two Fingers,22
40517,Turning Hand Clockwise,19
112783,Thumb Up,18
9564,Pushing Two Fingers Away,4
2719,Thumb Up,18
102481,Thumb Up,18
103126,Pulling Two Fingers In,2
42635,Zooming In With Full Hand,21
51016,Zooming In With Two Fingers,22
46855,Thumb Up,18
117733,Turning Hand Clockwise,19
44576,Turning Hand Counterclockwise,20
126915,Sliding Two Fingers Down,8
56226,Turning Hand Clockwise,19
142264,Sliding Two Fingers Left,9
121120,Pulling Two Fingers In,2
3317,Shaking Hand,7
119536,Turning Hand Counterclockwise,20
98107,Pushing Two Fingers Away,4
93941,Zooming Out With Two Fingers,24
21550,Thumb Down,17
103659,Thumb Up,18
10440,Zooming In With Two Fingers,22
96007,Stop Sign,12
46379,Zooming In With Full Hand,21
45267,Swiping Down,13
130737,Sliding Two Fingers Down,8
138008,Zooming Out With Full Hand,23
114100,Zooming In With Full Hand,21
146309,Pushing Two Fingers Away,4
112561,Shaking Hand,7
43583,Turning Hand Clockwise,19
21012,Turning Hand Counterclockwise,20
88098,Swiping Down,13
146320,Pushing Hand Away,3
127118,Zooming Out With Full Hand,23
40585,Rolling Hand Backward,5
12004,Pulling Hand In,1
46767,Turning Hand Clockwise,19
98575,Pushing Hand Away,3
92899,Zooming In With Full Hand,21
87938,Zooming Out With Two Fingers,24
142200,Drumming Fingers,0
55830,Sliding Two Fingers Left,9
57968,Pulling Hand In,1
129169,Sliding Two Fingers Left,9
67734,Drumming Fingers,0
6549,Turning Hand Counterclockwise,20
78496,Sliding Two Fingers Left,9
111189,Stop Sign,12
4596,Drumming Fingers,0
98872,Swiping Up,16
105834,Zooming Out With Full Hand,23
112435,Drumming Fingers,0
83958,Swiping Down,13
126305,Zooming Out With Full Hand,23
125061,Pushing Hand Away,3
98984,Turning Hand Counterclockwise,20
100370,Turning Hand Counterclockwise,20
66717,Zooming Out With Full Hand,23
15569,Swiping Up,16
145142,Rolling Hand Forward,6
72675,Rolling Hand Backward,5
83021,Swiping Down,13
143390,Swiping Up,16
56153,Pushing Two Fingers Away,4
96537,Swiping Down,13
121445,Zooming Out With Full Hand,23
37675,Sliding Two Fingers Right,10
133100,Rolling Hand Backward,5
122682,Rolling Hand Forward,6
9240,Pushing Two Fingers Away,4
45478,Sliding Two Fingers Up,11
136066,Zooming In With Full Hand,21
109492,Shaking Hand,7
53782,Thumb Down,17
130837,Swiping Right,15
89568,Swiping Right,15
118111,Pulling Hand In,1
120238,Swiping Left,14
134508,Swiping Right,15
21110,Swiping Down,13
116575,Swiping Up,16
44995,Zooming In With Two Fingers,22
18983,Swiping Right,15
11875,Zooming Out With Two Fingers,24
41352,Pulling Hand In,1
10755,Sliding Two Fingers Right,10
137020,Thumb Up,18
128884,Zooming In With Full Hand,21
88132,Drumming Fingers,0
111013,Sliding Two Fingers Down,8
126419,Pushing Hand Away,3
138897,Pulling Two Fingers In,2
101816,Sliding Two Fingers Right,10
132247,Pushing Hand Away,3
104874,Swiping Left,14
47768,Rolling Hand Backward,5
99810,Zooming In With Two Fingers,22
60815,Sliding Two Fingers Left,9
24732,Sliding Two Fingers Left,9
133570,Pulling Hand In,1
97704,Zooming Out With Two Fingers,24
111260,Zooming Out With Two Fingers,24
120190,Zooming In With Two Fingers,22
96917,Thumb Up,18
118021,Swiping Down,13
89843,Sliding Two Fingers Right,10
30744,Turning Hand Counterclockwise,20
111142,Sliding Two Fingers Right,10
122394,Pushing Hand Away,3
40721,Sliding Two Fingers Down,8
22097,Thumb Up,18
97407,Pulling Hand In,1
25927,Turning Hand Clockwise,19
114401,Pulling Hand In,1
109964,Swiping Up,16
93977,Thumb Down,17
20720,Shaking Hand,7
92934,Zooming Out With Two Fingers,24
68954,Swiping Left,14
135670,Pushing Hand Away,3
123050,Thumb Down,17
107852,Sliding Two Fingers Left,9
44752,Zooming In With Full Hand,21
19918,Stop Sign,12
77481,Swiping Down,13
93763,Rolling Hand Forward,6
48748,Drumming Fingers,0
79841,Pulling Hand In,1
130650,Pushing Two Fingers Away,4
13304,Pushing Two Fingers Away,4
70403,Sliding Two Fingers Right,10
85293,Swiping Up,16
125905,Swiping Right,15
32926,Swiping Down,13
65332,Pushing Hand Away,3
16498,Pushing Hand Away,3
51707,Sliding Two Fingers Up,11
