video_id,class,label
79652,Swiping Left,14
110467,Zooming Out With Two Fingers,24
109741,Swiping Right,15
103586,Swiping Right,15
11514,Swiping Up,16
42364,Stop Sign,12
32844,Swiping Down,13
141759,Zooming Out With Two Fingers,24
57218,Thumb Up,18
12166,Swiping Up,16
84525,Shaking Hand,7
48370,Drumming Fingers,0
146305,Swiping Up,16
10324,Zooming Out With Full Hand,23
46670,Rolling Hand Backward,5
60323,Rolling Hand Backward,5
117359,Sliding Two Fingers Left,9
61078,Sliding Two Fingers Up,11
46592,Zooming Out With Two Fingers,24
69532,Thumb Up,18
99201,Pushing Hand Away,3
147717,Drumming Fingers,0
2063,Sliding Two Fingers Right,10
118768,Turning Hand Clockwise,19
107978,Thumb Up,18
73879,Zooming In With Two Fingers,22
18751,Thumb Down,17
2332,Zooming Out With Two Fingers,24
50162,Drumming Fingers,0
124034,Pulling Hand In,1
37840,Turning Hand Counterclockwise,20
32408,Swiping Up,16
103533,Swiping Up,16
56504,Rolling Hand Backward,5
124817,Turning Hand Counterclockwise,20
115415,Stop Sign,12
69676,Drumming Fingers,0
122271,Stop Sign,12
103800,Zooming In With Two Fingers,22
64470,Zooming In With Two Fingers,22
80060,Zooming Out With Full Hand,23
41924,Sliding Two Fingers Up,11
46426,Pulling Hand In,1
121822,Pushing Hand Away,3
133884,Rolling Hand Backward,5
39126,Shaking Hand,7
28075,Sliding Two Fingers Right,10
11961,Zooming Out With Full Hand,23
80047,Sliding Two Fingers Up,11
142941,Thumb Up,18
96052,Swiping Up,16
54804,Sliding Two Fingers Right,10
16550,Pulling Two Fingers In,2
87958,Rolling Hand Backward,5
83064,Pulling Two Fingers In,2
20362,Pulling Two Fingers In,2
77764,Sliding Two Fingers Up,11
120157,Rolling Hand Forward,6
130666,Swiping Left,14
133002,Sliding Two Fingers Left,9
78250,Pushing Hand Away,3
143141,Sliding Two Fingers Left,9
70423,Pulling Two Fingers In,2
48276,Pulling Hand In,1
68363,Rolling Hand Forward,6
110211,Swiping Up,16
59633,Thumb Up,18
127758,Zooming Out With Two Fingers,24
107220,Swiping Right,15
42743,Drumming Fingers,0
9362,Zooming Out With Full Hand,23
34537,Sliding Two Fingers Right,10
13103,Rolling Hand Backward,5
47048,Swiping Left,14
90061,Drumming Fingers,0
61102,Rolling Hand Backward,5
113154,Zooming Out With Two Fingers,24
13607,Zooming In With Full Hand,21
55862,Thumb Up,18
115039,Zooming Out With Full Hand,23
123927,Sliding Two Fingers Down,8
129698,Pushing Hand Away,3
15065,Zooming Out With Two Fingers,24
32343,Turning Hand Counterclockwise,20
59583,Swiping Left,14
44210,Pulling Two Fingers In,2
61125,Pushing Two Fingers Away,4
146032,Rolling Hand Backward,5
49780,Turning Hand Clockwise,19
115487,Thumb Down,17
85753,Zooming In With Full Hand,21
111800,Zooming Out With Full Hand,23
91359,Rolling Hand Forward,6
21691,Swiping Left,14
133560,Pushing Hand Away,3
11149,Zooming Out With Full Hand,23
41041,Zooming Out With Two Fingers,24
118728,Pushing Two Fingers Away,4
96931,Sliding Two Fingers Left,9
13794,Sliding Two Fingers Up,11
133394,Thumb Down,17
34687,Zooming Out With Two Fingers,24
42099,Swiping Up,16
72157,Rolling Hand Forward,6
140460,Thumb Up,18
86360,Pulling Two Fingers In,2
26762,Zooming In With Two Fingers,22
35672,Turning Hand Counterclockwise,20
20075,Drumming Fingers,0
142813,Thumb Up,18
101928,Pushing Two Fingers Away,4
124254,Pushing Hand Away,3
115940,Swiping Left,14
100261,Rolling Hand Backward,5
70729,Zooming In With Two Fingers,22
4964,Drumming Fingers,0
26697,Swiping Left,14
49121,Shaking Hand,7
7225,Sliding Two Fingers Down,8
42400,Swiping Up,16
139665,Swiping Right,15
2516,Zooming In With Two Fingers,22
14928,Thumb Up,18
118875,Turning Hand Clockwise,19
83436,Zooming Out With Full Hand,23
68756,Drumming Fingers,0
103799,Swiping Right,15
39225,Swiping Up,16
46217,Zooming Out With Full Hand,23
36226,Zooming Out With Full Hand,23
72262,Pulling Hand In,1
101322,Swiping Right,15
100343,Zooming In With Two Fingers,22
30524,Pulling Two Fingers In,2
114435,Pulling Hand In,1
53868,Turning Hand Counterclockwise,20
39265,Zooming In With Two Fingers,22
4869,Pushing Two Fingers Away,4
72944,Pulling Two Fingers In,2
127144,Pushing Two Fingers Away,4
63906,Swiping Right,15
2026,Sliding Two Fingers Left,9
6781,Sliding Two Fingers Up,11
102470,Pushing Two Fingers Away,4
13960,Drumming Fingers,0
5473,Drumming Fingers,0
77721,Pushing Hand Away,3
82789,Sliding Two Fingers Left,9
103958,Sliding Two Fingers Left,9
68788,Thumb Down,17
40838,Thumb Up,18
76114,Zooming In With Two Fingers,22
113966,Rolling Hand Backward,5
17168,Sliding Two Fingers Down,8
107363,Sliding Two Fingers Right,10
93229,Pulling Two Fingers In,2
3053,Pushing Hand Away,3
143805,Zooming Out With Full Hand,23
29396,Pulling Two Fingers In,2
129617,Rolling Hand Forward,6
119822,Swiping Down,13
135087,Turning Hand Clockwise,19
47274,Zooming In With Full Hand,21
70541,Thumb Up,18
48029,Stop Sign,12
123011,Zooming Out With Two Fingers,24
43976,Swiping Left,14
142409,Swiping Down,13
54752,Pushing Two Fingers Away,4
81017,Sliding Two Fingers Down,8
32282,Pulling Two Fingers In,2
40343,Drumming Fingers,0
58118,Swiping Right,15
32254,Pulling Hand In,1
71105,Pushing Hand Away,3
126472,Swiping Right,15
100875,Sliding Two Fingers Down,8
52217,Swiping Down,13
68920,Thumb Up,18
45982,Zooming Out With Full Hand,23
109694,Pushing Two Fingers Away,4
8985,Rolling Hand Forward,6
130468,Zooming In With Two Fingers,22
75494,Thumb Up,18
23971,Zooming Out With Two Fingers,24
142803,Drumming Fingers,0
10390,Sliding Two Fingers Up,11
130901,Stop Sign,12
60129,Sliding Two Fingers Right,10
70274,Pushing Two Fingers Away,4
2432,Pulling Two Fingers In,2
108046,Zooming Out With Two Fingers,24
37293,Sliding Two Fingers Down,8
72462,Zooming Out With Full Hand,23
20379,Zooming In With Two Fingers,22
94932,Sliding Two Fingers Right,10
133086,Shaking Hand,7
41478,Sliding Two Fingers Down,8
15377,Sliding Two Fingers Left,9
44127,Thumb Down,17
43162,Swiping Left,14
54356,Swiping Left,14
139021,Drumming Fingers,0
140820,Sliding Two Fingers Down,8
6188,Rolling Hand Backward,5
99393,Zooming Out With Full Hand,23
66505,Sliding Two Fingers Up,11
88591,Turning Hand Counterclockwise,20
71002,Zooming Out With Two Fingers,24
60383,Pulling Hand In,1
91058,Zooming Out With Full Hand,23
81791,Pulling Hand In,1
20708,Sliding Two Fingers Right,10
85894,Sliding Two Fingers Left,9
58314,Swiping Down,13
5271,Zooming Out With Two Fingers,24
7704,Thumb Down,17
40458,Sliding Two Fingers Left,9
138516,Pulling Hand In,1
1257,Sliding Two Fingers Right,10
23956,Zooming In With Two Fingers,22
118075,Sliding Two Fingers Left,9
37219,Stop Sign,12
133337,Zooming Out With Two Fingers,24
132742,Pulling Two Fingers In,2
32398,Stop Sign,12
120956,Swiping Up,16
69542,Sliding Two Fingers Right,10
48993,Shaking Hand,7
88593,Zooming In With Two Fingers,22
11827,Stop Sign,12
58088,Shaking Hand,7
23091,Sliding Two Fingers Down,8
94456,Swiping Down,13
82012,Swiping Down,13
101118,Turning Hand Clockwise,19
32557,Pulling Hand In,1
95893,Zooming Out With Full Hand,23
61438,Zooming In With Full Hand,21
40097,Swiping Up,16
38183,Zooming In With Two Fingers,22
104704,Swiping Down,13
67677,Turning Hand Counterclockwise,20
38849,Zooming Out With Full Hand,23
37755,Sliding Two Fingers Right,10
75783,Pushing Two Fingers Away,4
111456,Sliding Two Fingers Down,8
81099,Sliding Two Fingers Down,8
75691,Thumb Down,17
146361,Sliding Two Fingers Up,11
9370,Sliding Two Fingers Down,8
65614,Zooming In With Full Hand,21
41437,Swiping Right,15
39614,Zooming In With Full Hand,21
66214,Thumb Up,18
30280,Pushing Hand Away,3
122781,Stop Sign,12
138469,Swiping Down,13
85212,Pulling Two Fingers In,2
82158,Pushing Hand Away,3
31968,Turning Hand Clockwise,19
13811,Zooming Out With Two Fingers,24
57678,Zooming In With Two Fingers,22
38184,Rolling Hand Backward,5
78959,Zooming In With Full Hand,21
23363,Thumb Down,17
18625,Sliding Two Fingers Right,10
135809,Sliding Two Fingers Left,9
93676,Zooming Out With Two Fingers,24
42901,Sliding Two Fingers Down,8
60120,Zooming In With Two Fingers,22
124036,Drumming Fingers,0
137816,Sliding Two Fingers Left,9
132304,Drumming Fingers,0
50928,Sliding Two Fingers Down,8
28112,Pushing Hand Away,3
34051,Zooming Out With Two Fingers,24
127475,Pushing Hand Away,3
16432,Turning Hand Counterclockwise,20
128653,Stop Sign,12
44383,Sliding Two Fingers Down,8
134494,Thumb Up,18
142551,Shaking Hand,7
119209,Zooming In With Full Hand,21
13014,Zooming Out With Full Hand,23
82424,Pushing Two Fingers Away,4
140126,Sliding Two Fingers Up,11
144667,Pulling Hand In,1
68362,Pushing Two Fingers Away,4
6566,Pulling Two Fingers In,2
7773,Rolling Hand Forward,6
113428,Swiping Down,13
46455,Swiping Left,14
82862,Pushing Two Fingers Away,4
117972,Swiping Down,13
100011,Thumb Up,18
105467,Swiping Left,14
107791,Sliding Two Fingers Left,9
146124,Thumb Up,18
1293,Zooming Out With Two Fingers,24
144791,Rolling Hand Forward,6
46780,Sliding Two Fingers Left,9
79150,Zooming In With Two Fingers,22
78295,Swiping Right,15
141297,Swiping Right,15
148020,Sliding Two Fingers Left,9
66496,Thumb Up,18
99810,Zooming In With Two Fingers,22
80362,Zooming Out With Two Fingers,24
91175,Stop Sign,12
58426,Swiping Up,16
3613,Swiping Right,15
116541,Pushing Hand Away,3
143599,Swiping Right,15
41629,Rolling Hand Forward,6
60255,Zooming In With Two Fingers,22
40654,Thumb Down,17
68445,Pulling Two Fingers In,2
118492,Swiping Left,14
119938,Sliding Two Fingers Right,10
137800,Drumming Fingers,0
121471,Shaking Hand,7
817,Pushing Hand Away,3
104238,Sliding Two Fingers Right,10
116187,Zooming In With Two Fingers,22
103081,Rolling Hand Forward,6
114556,Pulling Two Fingers In,2
126282,Rolling Hand Backward,5
123752,Sliding Two Fingers Down,8
75452,Sliding Two Fingers Left,9
93270,Shaking Hand,7
132379,Swiping Left,14
68176,Pulling Two Fingers In,2
22106,Swiping Up,16
77437,Sliding Two Fingers Up,11
139373,Swiping Right,15
65407,Drumming Fingers,0
55273,Turning Hand Counterclockwise,20
107283,Zooming Out With Full Hand,23
26277,Thumb Up,18
7664,Swiping Right,15
107659,Turning Hand Clockwise,19
103645,Swiping Right,15
128865,Sliding Two Fingers Down,8
17240,Pushing Two Fingers Away,4
13561,Rolling Hand Forward,6
104110,Sliding Two Fingers Left,9
1451,Drumming Fingers,0
91259,Pushing Two Fingers Away,4
47123,Zooming In With Full Hand,21
127736,Swiping Up,16
125866,Turning Hand Counterclockwise,20
30130,Swiping Right,15
52668,Swiping Right,15
45591,Pushing Two Fingers Away,4
68714,Thumb Up,18
75523,Pushing Hand Away,3
8763,Zooming Out With Two Fingers,24
111179,Sliding Two Fingers Up,11
30689,Zooming Out With Two Fingers,24
70285,Stop Sign,12
85184,Drumming Fingers,0
4913,Zooming Out With Full Hand,23
44917,Zooming In With Two Fingers,22
6121,Stop Sign,12
85917,Zooming In With Full Hand,21
106247,Sliding Two Fingers Right,10
63641,Rolling Hand Forward,6
141764,Zooming In With Two Fingers,22
119006,Sliding Two Fingers Right,10
77048,Thumb Up,18
97812,Drumming Fingers,0
13750,Sliding Two Fingers Down,8
96507,Swiping Down,13
59405,Thumb Down,17
25613,Pulling Hand In,1
58085,Turning Hand Clockwise,19
113753,Rolling Hand Backward,5
57553,Zooming In With Two Fingers,22
5653,Swiping Down,13
16948,Thumb Down,17
67805,Shaking Hand,7
81151,Pushing Hand Away,3
117446,Pushing Two Fingers Away,4
37089,Swiping Up,16
59403,Swiping Left,14
120995,Rolling Hand Backward,5
88536,Swiping Left,14
125193,Swiping Down,13
11866,Zooming In With Full Hand,21
2402,Rolling Hand Backward,5
89723,Pulling Hand In,1
60125,Thumb Up,18
107140,Sliding Two Fingers Down,8
105521,Swiping Right,15
129660,Rolling Hand Forward,6
108558,Thumb Down,17
58248,Thumb Up,18
26261,Sliding Two Fingers Right,10
15625,Sliding Two Fingers Down,8
58116,Rolling Hand Backward,5
16732,Rolling Hand Forward,6
32654,Swiping Left,14
73219,Zooming Out With Full Hand,23
138363,Turning Hand Counterclockwise,20
26816,Rolling Hand Backward,5
57927,Zooming Out With Two Fingers,24
105228,Sliding Two Fingers Left,9
106837,Zooming In With Full Hand,21
110319,Sliding Two Fingers Right,10
120619,Thumb Up,18
98093,Swiping Up,16
99448,Zooming In With Two Fingers,22
139448,Thumb Down,17
62590,Pushing Two Fingers Away,4
6337,Sliding Two Fingers Right,10
82448,Pushing Hand Away,3
55452,Swiping Down,13
144566,Sliding Two Fingers Up,11
47649,Turning Hand Clockwise,19
7655,Pushing Two Fingers Away,4
81295,Thumb Down,17
141777,Swiping Down,13
143127,Swiping Up,16
59762,Sliding Two Fingers Down,8
64922,Thumb Up,18
102358,Sliding Two Fingers Up,11
106515,Rolling Hand Backward,5
4746,Swiping Right,15
86864,Sliding Two Fingers Down,8
36918,Zooming Out With Full Hand,23
21337,Thumb Up,18
93861,Thumb Down,17
141853,Pulling Two Fingers In,2
86426,Swiping Left,14
55169,Swiping Down,13
43389,Sliding Two Fingers Right,10
73278,Pushing Two Fingers Away,4
51219,Stop Sign,12
90695,Rolling Hand Backward,5
83829,Pushing Two Fingers Away,4
142688,Pushing Two Fingers Away,4
103327,Sliding Two Fingers Down,8
118246,Swiping Down,13
84418,Zooming Out With Two Fingers,24
4430,Swiping Up,16
104191,Shaking Hand,7
70108,Pulling Two Fingers In,2
51696,Pushing Hand Away,3
111987,Zooming In With Two Fingers,22
141308,Turning Hand Clockwise,19
122289,Thumb Up,18
106975,Thumb Up,18
35233,Pushing Hand Away,3
95971,Thumb Down,17
41926,Zooming Out With Two Fingers,24
43594,Turning Hand Clockwise,19
63850,Pushing Hand Away,3
58356,Drumming Fingers,0
114950,Turning Hand Clockwise,19
48956,Zooming Out With Full Hand,23
129788,Swiping Up,16
85743,Pushing Two Fingers Away,4
39624,Pushing Two Fingers Away,4
20863,Swiping Left,14
82606,Sliding Two Fingers Right,10
19750,Sliding Two Fingers Down,8
98064,Rolling Hand Backward,5
78738,Sliding Two Fingers Down,8
13500,Rolling Hand Forward,6
47260,Zooming Out With Full Hand,23
38902,Swiping Down,13
63440,Swiping Right,15
110929,Shaking Hand,7
96279,Drumming Fingers,0
120446,Thumb Down,17
92328,Thumb Down,17
31212,Zooming In With Full Hand,21
88612,Sliding Two Fingers Up,11
55496,Swiping Right,15
131518,Zooming In With Full Hand,21
53074,Zooming Out With Full Hand,23
30198,Pushing Hand Away,3
54470,Swiping Left,14
46721,Zooming Out With Full Hand,23
34180,Zooming Out With Full Hand,23
37734,Sliding Two Fingers Up,11
119111,Drumming Fingers,0
97978,Shaking Hand,7
84899,Pushing Hand Away,3
31214,Thumb Down,17
13366,Thumb Down,17
35106,Sliding Two Fingers Right,10
8674,Pushing Hand Away,3
37267,Shaking Hand,7
120173,Pushing Hand Away,3
7345,Shaking Hand,7
138226,Pushing Hand Away,3
51884,Zooming In With Full Hand,21
71387,Zooming Out With Full Hand,23
86015,Stop Sign,12
89592,Sliding Two Fingers Down,8
119025,Swiping Left,14
136984,Rolling Hand Backward,5
110459,Sliding Two Fingers Left,9
57867,Thumb Up,18
45513,Sliding Two Fingers Left,9
44833,Zooming Out With Full Hand,23
11131,Pulling Two Fingers In,2
123946,Sliding Two Fingers Up,11
79265,Thumb Up,18
31984,Pulling Two Fingers In,2
102932,Pulling Two Fingers In,2
80962,Stop Sign,12
48683,Pulling Hand In,1
10707,Sliding Two Fingers Right,10
1577,Thumb Down,17
78557,Pushing Two Fingers Away,4
75268,Sliding Two Fingers Left,9
94304,Rolling Hand Forward,6
43380,Sliding Two Fingers Up,11
74290,Zooming Out With Two Fingers,24
116196,Swiping Right,15
22190,Turning Hand Counterclockwise,20
62680,Sliding Two Fingers Up,11
9645,Zooming Out With Full Hand,23
146985,Rolling Hand Forward,6
57847,Pushing Hand Away,3
52959,Swiping Right,15
123402,Sliding Two Fingers Left,9
22718,Shaking Hand,7
95687,Swiping Down,13
138183,Sliding Two Fingers Up,11
114683,Swiping Left,14
8083,Stop Sign,12
22042,Rolling Hand Backward,5
11781,Sliding Two Fingers Right,10
50039,Zooming In With Two Fingers,22
94206,Thumb Down,17
46712,Pulling Hand In,1
121435,Sliding Two Fingers Right,10
115766,Thumb Down,17
33318,Pulling Two Fingers In,2
67274,Sliding Two Fingers Right,10
64117,Sliding Two Fingers Right,10
32560,Turning Hand Counterclockwise,20
3804,Sliding Two Fingers Left,9
40980,Zooming Out With Full Hand,23
5604,Swiping Left,14
136709,Rolling Hand Backward,5
129938,Drumming Fingers,0
100251,Swiping Down,13
116456,Rolling Hand Backward,5
127022,Rolling Hand Backward,5
68801,Rolling Hand Backward,5
96155,Stop Sign,12
143674,Swiping Up,16
37323,Pushing Two Fingers Away,4
74822,Pulling Hand In,1
14906,Swiping Down,13
44688,Sliding Two Fingers Right,10
62738,Swiping Right,15
54742,Thumb Up,18
136342,Drumming Fingers,0
76759,Zooming Out With Full Hand,23
119055,Drumming Fingers,0
145763,Swiping Down,13
92573,Sliding Two Fingers Right,10
79240,Swiping Left,14
121396,Turning Hand Counterclockwise,20
100958,Sliding Two Fingers Down,8
26378,Zooming In With Full Hand,21
114065,Zooming Out With Two Fingers,24
21516,Pushing Hand Away,3
141231,Shaking Hand,7
111408,Pulling Hand In,1
54818,Zooming In With Two Fingers,22
62177,Stop Sign,12
117833,Drumming Fingers,0
105668,Zooming In With Full Hand,21
91193,Pushing Hand Away,3
60429,Swiping Up,16
2925,Thumb Down,17
91720,Thumb Down,17
54423,Stop Sign,12
78407,Sliding Two Fingers Up,11
127646,Pushing Two Fingers Away,4
133638,Sliding Two Fingers Up,11
103472,Thumb Up,18
2934,Stop Sign,12
86382,Pushing Hand Away,3
13426,Sliding Two Fingers Right,10
7331,Pulling Hand In,1
102388,Rolling Hand Forward,6
74055,Sliding Two Fingers Right,10
142851,Thumb Down,17
9248,Zooming In With Full Hand,21
7575,Thumb Up,18
81560,Sliding Two Fingers Right,10
32005,Zooming Out With Full Hand,23
125016,Turning Hand Counterclockwise,20
92260,Stop Sign,12
30916,Thumb Down,17
8737,Pulling Hand In,1
67751,Turning Hand Clockwise,19
145920,Zooming Out With Two Fingers,24
21285,Turning Hand Counterclockwise,20
147535,Sliding Two Fingers Up,11
115446,Zooming Out With Two Fingers,24
119358,Swiping Up,16
121450,Sliding Two Fingers Up,11
30545,Shaking Hand,7
115114,Thumb Up,18
137957,Sliding Two Fingers Left,9
57052,Pushing Two Fingers Away,4
54677,Swiping Left,14
118079,Swiping Down,13
131223,Swiping Down,13
38204,Sliding Two Fingers Left,9
141715,Pulling Hand In,1
66202,Swiping Right,15
15542,Zooming In With Full Hand,21
128437,Zooming In With Full Hand,21
75976,Pulling Two Fingers In,2
93686,Rolling Hand Forward,6
92604,Zooming In With Two Fingers,22
26074,Pulling Two Fingers In,2
4779,Pulling Two Fingers In,2
1795,Swiping Down,13
82888,Zooming Out With Two Fingers,24
101479,Pushing Two Fingers Away,4
39417,Zooming Out With Full Hand,23
19185,Zooming Out With Full Hand,23
81414,Sliding Two Fingers Down,8
11226,Rolling Hand Forward,6
16803,Sliding Two Fingers Left,9
129563,Sliding Two Fingers Down,8
80651,Zooming Out With Two Fingers,24
73862,Swiping Up,16
12521,Thumb Down,17
137241,Pushing Hand Away,3
6766,Zooming In With Two Fingers,22
81914,Pulling Hand In,1
109972,Stop Sign,12
126818,Pulling Two Fingers In,2
136494,Shaking Hand,7
146620,Sliding Two Fingers Left,9
27071,Rolling Hand Backward,5
54175,Drumming Fingers,0
33021,Swiping Left,14
6851,Pushing Two Fingers Away,4
7112,Rolling Hand Backward,5
76992,Zooming In With Full Hand,21
106303,Zooming Out With Full Hand,23
84940,Pushing Hand Away,3
353,Zooming Out With Full Hand,23
128668,Zooming Out With Two Fingers,24
144356,Pulling Two Fingers In,2
88803,Sliding Two Fingers Left,9
24983,Pushing Two Fingers Away,4
26251,Zooming In With Full Hand,21
4030,Sliding Two Fingers Left,9
39072,Pushing Two Fingers Away,4
99733,Stop Sign,12
33900,Zooming In With Full Hand,21
25646,Swiping Down,13
135286,Swiping Up,16
44951,Pushing Hand Away,3
28940,Swiping Left,14
93240,Pulling Hand In,1
62911,Sliding Two Fingers Up,11
140064,Swiping Down,13
36022,Swiping Up,16
20764,Pushing Hand Away,3
105503,Pulling Two Fingers In,2
118810,Swiping Right,15
78243,Pulling Two Fingers In,2
143943,Drumming Fingers,0
125437,Swiping Down,13
87707,Swiping Down,13
114631,Turning Hand Counterclockwise,20
138305,Swiping Down,13
116383,Zooming Out With Full Hand,23
90341,Shaking Hand,7
12338,Zooming In With Full Hand,21
32850,Turning Hand Clockwise,19
121316,Rolling Hand Forward,6
126920,Sliding Two Fingers Right,10
15382,Stop Sign,12
110166,Thumb Up,18
110877,Rolling Hand Backward,5
17272,Zooming In With Full Hand,21
135631,Swiping Left,14
102456,Pushing Hand Away,3
145520,Pulling Hand In,1
125248,Swiping Down,13
67271,Sliding Two Fingers Up,11
116579,Rolling Hand Backward,5
22679,Pulling Hand In,1
90094,Zooming Out With Two Fingers,24
145262,Rolling Hand Backward,5
60354,Sliding Two Fingers Up,11
27301,Zooming Out With Two Fingers,24
89318,Pushing Hand Away,3
10684,Sliding Two Fingers Down,8
60424,Zooming Out With Two Fingers,24
48530,Swiping Up,16
127006,Pulling Two Fingers In,2
141591,Sliding Two Fingers Right,10
38915,Shaking Hand,7
43666,Sliding Two Fingers Down,8
54748,Sliding Two Fingers Right,10
44167,Sliding Two Fingers Right,10
97380,Zooming In With Full Hand,21
74050,Sliding Two Fingers Down,8
126715,Sliding Two Fingers Left,9
47928,Swiping Right,15
122433,Zooming Out With Two Fingers,24
134484,Pulling Hand In,1
96976,Sliding Two Fingers Down,8
125252,Pushing Two Fingers Away,4
15230,Zooming In With Full Hand,21
83388,Sliding Two Fingers Down,8
134806,Swiping Left,14
107606,Zooming In With Two Fingers,22
48605,Thumb Down,17
27967,Pushing Two Fingers Away,4
106191,Swiping Up,16
118930,Swiping Up,16
59764,Pulling Hand In,1
92902,Rolling Hand Backward,5
60086,Pulling Two Fingers In,2
39094,Swiping Up,16
131349,Swiping Down,13
74319,Zooming In With Full Hand,21
16082,Pushing Two Fingers Away,4
76454,Pushing Two Fingers Away,4
46034,Swiping Left,14
30801,Turning Hand Clockwise,19
19532,Shaking Hand,7
33469,Zooming In With Two Fingers,22
134839,Thumb Up,18
35890,Zooming In With Full Hand,21
65218,Zooming Out With Full Hand,23
66368,Swiping Right,15
9236,Zooming In With Two Fingers,22
77103,Swiping Up,16
128405,Turning Hand Clockwise,19
30343,Sliding Two Fingers Up,11
71996,Sliding Two Fingers Up,11
78347,Thumb Up,18
94835,Rolling Hand Backward,5
12912,Sliding Two Fingers Right,10
15678,Swiping Left,14
131892,Thumb Up,18
14888,Swiping Down,13
66251,Zooming Out With Full Hand,23
33565,Thumb Down,17
47922,Sliding Two Fingers Right,10
86393,Pulling Two Fingers In,2
78649,Pushing Hand Away,3
11457,Sliding Two Fingers Right,10
87527,Swiping Left,14
15538,Sliding Two Fingers Right,10
96840,Zooming Out With Full Hand,23
122383,Zooming Out With Two Fingers,24
26304,Swiping Right,15
78019,Rolling Hand Backward,5
13010,Swiping Left,14
89884,Zooming In With Two Fingers,22
54617,Thumb Up,18
7946,Drumming Fingers,0
53548,Sliding Two Fingers Up,11
142956,Sliding Two Fingers Down,8
19435,Pulling Hand In,1
103675,Swiping Up,16
4351,Pulling Two Fingers In,2
135897,Drumming Fingers,0
5748,Swiping Down,13
128501,Rolling Hand Backward,5
141596,Thumb Down,17
5817,Swiping Up,16
101343,Drumming Fingers,0
71141,Turning Hand Counterclockwise,20
127388,Stop Sign,12
38600,Rolling Hand Backward,5
80814,Thumb Down,17
101450,Zooming In With Full Hand,21
92293,Zooming Out With Full Hand,23
63263,Pushing Two Fingers Away,4
13809,Pulling Hand In,1
25436,Thumb Down,17
130594,Sliding Two Fingers Up,11
122087,Sliding Two Fingers Down,8
126378,Pushing Two Fingers Away,4
73916,Turning Hand Clockwise,19
31543,Swiping Right,15
79232,Thumb Up,18
134279,Rolling Hand Forward,6
29062,Sliding Two Fingers Left,9
143150,Pushing Two Fingers Away,4
87975,Sliding Two Fingers Left,9
5412,Sliding Two Fingers Left,9
110230,Zooming Out With Two Fingers,24
11942,Rolling Hand Backward,5
82648,Pulling Hand In,1
53269,Turning Hand Clockwise,19
83426,Swiping Right,15
67241,Pushing Hand Away,3
132717,Thumb Down,17
26164,Shaking Hand,7
76221,Sliding Two Fingers Left,9
42164,Thumb Up,18
112569,Pulling Two Fingers In,2
82118,Shaking Hand,7
13482,Zooming Out With Full Hand,23
53528,Rolling Hand Backward,5
89688,Drumming Fingers,0
18410,Sliding Two Fingers Down,8
19589,Turning Hand Counterclockwise,20
15059,Rolling Hand Backward,5
68150,Zooming Out With Full Hand,23
76993,Sliding Two Fingers Down,8
125774,Pulling Two Fingers In,2
11171,Zooming Out With Full Hand,23
2523,Pulling Two Fingers In,2
109863,Swiping Left,14
101314,Swiping Up,16
118219,Zooming Out With Full Hand,23
276,Pulling Hand In,1
74338,Pulling Two Fingers In,2
103108,Thumb Down,17
58210,Pulling Hand In,1
116516,Shaking Hand,7
120825,Pulling Hand In,1
35190,Zooming Out With Full Hand,23
19434,Sliding Two Fingers Right,10
78006,Swiping Down,13
41427,Pulling Two Fingers In,2
118523,Turning Hand Counterclockwise,20
69102,Stop Sign,12
38149,Thumb Down,17
12728,Sliding Two Fingers Left,9
80623,Pulling Two Fingers In,2
49572,Pulling Hand In,1
144048,Pulling Two Fingers In,2
125818,Stop Sign,12
95248,Sliding Two Fingers Up,11
136555,Turning Hand Clockwise,19
119498,Drumming Fingers,0
108616,Zooming Out With Two Fingers,24
41128,Drumming Fingers,0
71336,Pushing Hand Away,3
32502,Turning Hand Clockwise,19
126254,Pushing Two Fingers Away,4
32985,Sliding Two Fingers Up,11
56621,Pushing Hand Away,3
80599,Pulling Hand In,1
142182,Rolling Hand Backward,5
34168,Pushing Hand Away,3
76303,Swiping Left,14
24787,Drumming Fingers,0
11967,Thumb Up,18
117778,Swiping Down,13
64955,Zooming Out With Two Fingers,24
120334,Sliding Two Fingers Left,9
126122,Sliding Two Fingers Down,8
39229,Swiping Down,13
146760,Swiping Left,14
96335,Swiping Down,13
27706,Rolling Hand Forward,6
5160,Pushing Two Fingers Away,4
46322,Thumb Down,17
80707,Thumb Up,18
138990,Turning Hand Counterclockwise,20
132433,Sliding Two Fingers Up,11
87577,Turning Hand Counterclockwise,20
863,Zooming Out With Two Fingers,24
86320,Rolling Hand Forward,6
133860,Sliding Two Fingers Left,9
30569,Stop Sign,12
24542,Swiping Up,16
147962,Stop Sign,12
59966,Drumming Fingers,0
740,Zooming Out With Two Fingers,24
89682,Rolling Hand Backward,5
78174,Thumb Up,18
11771,Swiping Up,16
123337,Swiping Up,16
120954,Zooming In With Two Fingers,22
42346,Swiping Down,13
89303,Shaking Hand,7
46119,Swiping Down,13
25915,Pushing Hand Away,3
50106,Swiping Right,15
18939,Thumb Down,17
94712,Zooming In With Full Hand,21
36156,Zooming In With Two Fingers,22
60536,Swiping Down,13
54793,Pushing Hand Away,3
13204,Turning Hand Clockwise,19
25168,Pulling Two Fingers In,2
116148,Rolling Hand Forward,6
140353,Swiping Up,16
